times_dense,J_V_path,mu_V_path
0.0,0.1,10.0
0.01,0.23234025213127543,9.4225402092567
0.02,0.36468050426255083,8.845080418513403
0.03,0.49702075639382626,8.267620627770103
0.04,0.5470298172452714,8.045331719900753
0.05,0.5566292051961543,7.997367256724047
0.06,0.5662285931470372,7.949402793547341
0.07,0.57582798109792,7.901438330370635
0.08,0.5854273690488029,7.8534738671939275
0.09,0.5950267569996858,7.805509404017221
0.1,0.6046261449505687,7.757544940840514
0.11,0.6142255329014514,7.709580477663808
0.12,0.6238249208523343,7.661616014487102
0.13,0.6334243088032172,7.613651551310395
0.14,0.6430236967541001,7.565687088133688
0.15,0.6526230847049829,7.517722624956981
0.16,0.6622224726558658,7.469758161780275
0.17,0.6718218606067486,7.421793698603569
0.18,0.6814212485576314,7.373829235426862
0.19,0.6910206365085143,7.3258647722501555
0.2,0.7006200244593972,7.277900309073448
0.21,0.7102194124102801,7.229935845896742
0.22,0.7198188003611629,7.181971382720036
0.23,0.7294181883120457,7.134006919543329
0.24,0.7390175762629286,7.086042456366623
0.25,0.7486169642138115,7.038077993189916
0.26,0.7582163521646944,6.990113530013209
0.27,0.7678157401155772,6.942149066836502
0.28,0.7774151280664601,6.894184603659796
0.29,0.787014516017343,6.846220140483089
0.3,0.7966139039682258,6.798255677306383
0.31,0.8062132919191086,6.7502912141296765
0.32,0.8158126798699915,6.702326750952969
0.33,0.8254120678208744,6.654362287776263
0.34,0.8350114557717572,6.606397824599556
0.35000000000000003,0.8446108437226401,6.55843336142285
0.36,0.854210231673523,6.510468898246144
0.37,0.8638096196244058,6.4625044350694365
0.38,0.8734090075752887,6.41453997189273
0.39,0.8830083955261716,6.366575508716023
0.4,0.8926077834770544,6.318611045539317
0.41000000000000003,0.9022071714279373,6.270646582362611
0.42,0.91180655937882,6.222682119185904
0.43,0.9238519598045914,6.146253937780572
0.44,0.9383692321020229,6.0410611179383915
0.45,0.9528865043994544,5.93586829809621
0.46,0.9674037766968859,5.830675478254029
0.47000000000000003,0.9819210489943173,5.725482658411847
0.48,0.9964383212917487,5.620289838569667
0.49,1.01095559358918,5.515097018727486
0.5,1.0254728658866117,5.409904198885305
0.51,1.039990138184043,5.304711379043123
0.52,1.0545074104814747,5.199518559200943
0.53,1.069024682778906,5.094325739358761
0.54,1.0835419550763374,4.98913291951658
0.55,1.0980592273737688,4.8839400996743985
0.56,1.1125764996712004,4.778747279832218
0.5700000000000001,1.1270937719686318,4.6735544599900365
0.58,1.1416110442660632,4.568361640147856
0.59,1.1561283165634946,4.463168820305675
0.6,1.1644016855525878,4.390419332939155
0.61,1.1656597944829497,4.354121149068112
0.62,1.1669179034133113,4.3178229651970685
0.63,1.168176012343673,4.281524781326025
0.64,1.169434121274035,4.245226597454982
0.65,1.1706922302043965,4.208928413583939
0.66,1.1719503391347583,4.172630229712896
0.67,1.1732084480651201,4.136332045841852
0.68,1.174466556995482,4.100033861970808
0.6900000000000001,1.1757246659258436,4.063735678099765
0.7000000000000001,1.1769827748562054,4.027437494228722
0.71,1.1782408837865672,3.991139310357679
0.72,1.1794989927169288,3.954841126486636
0.73,1.1807571016472906,3.9185429426155927
0.74,1.1820152105776525,3.8822447587445494
0.75,1.183273319508014,3.8459465748735058
0.76,1.1845314284383759,3.8096483910024626
0.77,1.1857895373687377,3.7733502071314193
0.78,1.1870476462990993,3.737052023260376
0.79,1.1883057552294611,3.700753839389333
0.8,1.189563864159823,3.6644556555182897
0.81,1.1908219730901848,3.6281574716472464
0.8200000000000001,1.1920800820205464,3.591859287776203
0.8300000000000001,1.1933381909509082,3.5555611039051596
0.84,1.19459629988127,3.519262920034117
0.85,1.1958544088116316,3.4829647361630736
0.86,1.1971125177419935,3.4466665522920303
0.87,1.1983706266723553,3.410368368420987
0.88,1.1996287356027169,3.3740701845499435
0.89,1.2008868445330787,3.3377720006789002
0.9,1.2021449534634405,3.301473816807857
0.91,1.2034030623938021,3.2651756329368133
0.92,1.204661171324164,3.22887744906577
0.93,1.2059192802545258,3.192579265194727
0.9400000000000001,1.2071773891848876,3.1562810813236837
0.9500000000000001,1.2084354981152492,3.1199828974526405
0.96,1.209693607045611,3.0836847135815977
0.97,1.2109517159759728,3.047386529710554
0.98,1.2122098249063344,3.011088345839511
0.99,1.2134679338366963,2.9747901619684676
1.0,1.214726042767058,2.9384919780974244
1.01,1.2159841516974197,2.902193794226381
1.02,1.2172422606277815,2.865895610355338
1.03,1.2185003695581433,2.8295974264842947
1.04,1.219758478488505,2.7932992426132515
1.05,1.2210165874188668,2.757001058742208
1.06,1.2195454993658585,2.734763770822907
1.07,1.2171741806684395,2.7171644952936096
1.08,1.2148028619710203,2.6995652197643123
1.09,1.2124315432736013,2.681965944235015
1.1,1.210060224576182,2.6643666687057177
1.11,1.207688905878763,2.6467673931764204
1.12,1.2053175871813437,2.629168117647123
1.1300000000000001,1.2029462684839247,2.611568842117826
1.1400000000000001,1.2005749497865055,2.5939695665885285
1.1500000000000001,1.1982036310890865,2.576370291059231
1.16,1.1958323123916674,2.5587710155299344
1.17,1.1934609936942482,2.541171740000637
1.18,1.1910896749968292,2.52357246447134
1.19,1.18871835629941,2.505973188942043
1.2,1.186347037601991,2.4883739134127456
1.21,1.1839757189045717,2.4707746378834483
1.22,1.1816044002071526,2.453175362354151
1.23,1.1792330815097334,2.4355760868248537
1.24,1.1768617628123144,2.4179768112955564
1.25,1.1744904441148951,2.400377535766259
1.26,1.172119125417476,2.382778260236962
1.27,1.1697478067200568,2.3651789847076645
1.28,1.1673764880226378,2.3475797091783672
1.29,1.1650051693252186,2.3299804336490704
1.3,1.1626338506277996,2.312381158119773
1.31,1.1602625319303805,2.2947818825904758
1.32,1.1578912132329613,2.2771826070611785
1.33,1.1555198945355423,2.259583331531881
1.34,1.153148575838123,2.241984056002584
1.35,1.150777257140704,2.2243847804732866
1.36,1.1484059384432848,2.2067855049439893
1.37,1.1460346197458657,2.189186229414692
1.3800000000000001,1.1436633010484465,2.1715869538853947
1.3900000000000001,1.1412919823510275,2.1539876783560974
1.4000000000000001,1.1389206636536082,2.1363884028268005
1.41,1.1365493449561892,2.1187891272975037
1.42,1.1341780262587702,2.101189851768206
1.43,1.131806707561351,2.083590576238909
1.44,1.129435388863932,2.065991300709612
1.45,1.1270640701665127,2.0483920251803145
1.46,1.1246927514690936,2.030792749651017
1.47,1.1223214327716744,2.01319347412172
1.48,1.1199501140742554,1.9955941985924226
1.49,1.1175787953768361,1.9779949230631253
1.5,1.115207476679417,1.960395647533828
1.51,1.1128361579819979,1.9427963720045307
1.52,1.1104648392845788,1.9251970964752334
1.53,1.1080935205871596,1.9075978209459363
1.54,1.1057222018897406,1.889998545416639
1.55,1.1033508831923213,1.8723992698873417
1.56,1.1009795644949023,1.8547999943580447
1.57,1.0986082457974833,1.8372007188287474
1.58,1.096236927100064,1.81960144329945
1.59,1.093865608402645,1.8020021677701528
1.6,1.0914942897052258,1.7844028922408555
1.61,1.0891229710078068,1.7668036167115582
1.62,1.0867516523103875,1.7492043411822609
1.6300000000000001,1.0843803336129685,1.7316050656529638
1.6400000000000001,1.0820090149155492,1.7140057901236665
1.6500000000000001,1.0796376962181302,1.6964065145943692
1.6600000000000001,1.077266377520711,1.678807239065072
1.67,1.074895058823292,1.661207963535775
1.68,1.072523740125873,1.6436086880064777
1.69,1.0701524214284537,1.6260094124771804
1.7,1.0677811027310347,1.6084101369478832
1.71,1.0654097840336154,1.590810861418586
1.72,1.0630384653361964,1.5732115858892888
1.73,1.0606671466387771,1.5556123103599915
1.74,1.0582958279413581,1.5380130348306942
1.75,1.0559245092439389,1.5204137593013969
1.76,1.0535531905465199,1.5028144837720998
1.77,1.0511818718491006,1.4852152082428025
1.78,1.0488105531516816,1.4676159327135052
1.79,1.0464392344542623,1.450016657184208
1.8,1.0440679157568433,1.4324173816549106
1.81,1.041696597059424,1.4148181061256133
1.82,1.039325278362005,1.3972188305963162
1.83,1.036953959664586,1.379619555067019
1.84,1.0345826409671668,1.3620202795377216
1.85,1.0322113222697475,1.3444210040084243
1.86,1.0298400035723285,1.326821728479127
1.87,1.0274686848749095,1.3092224529498298
1.8800000000000001,1.0250973661774903,1.2916231774205327
1.8900000000000001,1.0227260474800712,1.2740239018912354
1.9000000000000001,1.0208180877507922,1.2625352061249249
1.9100000000000001,1.0195477997318878,1.2594558519636447
1.92,1.0182775117129834,1.2563764978023644
1.93,1.017007223694079,1.253297143641084
1.94,1.0157369356751746,1.2502177894798039
1.95,1.0144666476562703,1.2471384353185235
1.96,1.0131963596373659,1.2440590811572432
1.97,1.0119260716184615,1.2409797269959628
1.98,1.010655783599557,1.2379003728346827
1.99,1.009385495580653,1.2348210186734023
2.0,1.0081152075617485,1.231741664512122
2.0100000000000002,1.0068449195428442,1.2286623103508416
2.02,1.0055746315239398,1.2255829561895613
2.0300000000000002,1.0043043435050354,1.222503602028281
2.04,1.003034055486131,1.2194242478670008
2.05,1.0017637674672266,1.2163448937057204
2.06,1.0004934794483222,1.21326553954444
2.07,0.9992231914294178,1.21018618538316
2.08,0.9979529034105135,1.2071068312218796
2.09,0.9966826153916092,1.2040274770605992
2.1,0.9954123273727047,1.2009481228993188
2.11,0.9941420393538004,1.1978687687380387
2.12,0.992871751334896,1.1947894145767584
2.13,0.9916014633159916,1.191710060415478
2.14,0.9903311752970873,1.1886307062541976
2.15,0.9890608872781829,1.1855513520929175
2.16,0.9877905992592785,1.182471997931637
2.17,0.9865203112403742,1.1793926437703568
2.18,0.9852500232214698,1.1763132896090764
2.19,0.9839797352025654,1.173233935447796
2.2,0.982709447183661,1.1701545812865157
2.21,0.9814391591647567,1.1670752271252356
2.22,0.9801688711458523,1.1639958729639552
2.23,0.9788985831269479,1.1609165188026749
2.24,0.9776282951080435,1.1578371646413945
2.25,0.9763580070891392,1.1547578104801144
2.2600000000000002,0.9750877190702347,1.151678456318834
2.27,0.9738174310513305,1.1485991021575537
2.2800000000000002,0.9725471430324261,1.1455197479962733
2.29,0.9712768550135217,1.1424403938349932
2.3000000000000003,0.9700065669946173,1.1393610396737128
2.31,0.9687362789757129,1.1362816855124325
2.32,0.9674659909568086,1.1332023313511523
2.33,0.9661957029379042,1.1301229771898718
2.34,0.9649254149189999,1.1270436230285916
2.35,0.9636551269000955,1.1239642688673113
2.36,0.9623848388811911,1.1208849147060311
2.37,0.9611145508622867,1.1178055605447506
2.38,0.9598442628433824,1.1147262063834704
2.39,0.9585739748244779,1.11164685222219
2.4,0.9573036868055737,1.1085674980609097
2.41,0.9560333987866693,1.1054881438996293
2.42,0.9547631107677649,1.1024087897383492
2.43,0.9534928227488605,1.0993294355770689
2.44,0.9522225347299561,1.0962500814157885
2.45,0.9509522467110517,1.0931707272545081
2.46,0.9496819586921474,1.090091373093228
2.47,0.9484116706732431,1.0870120189319477
2.48,0.9471413826543387,1.0839326647706673
2.49,0.9458710946354343,1.080853310609387
2.5,0.9446008066165299,1.0777739564481068
2.5100000000000002,0.9433305185976255,1.0746946022868262
2.52,0.9420602305787211,1.071615248125546
2.5300000000000002,0.9407899425598167,1.0685358939642657
2.54,0.9395196545409125,1.0654565398029856
2.5500000000000003,0.938249366522008,1.062377185641705
2.56,0.9369790785031037,1.059297831480425
2.57,0.9357087904841993,1.0562184773191445
2.58,0.9344385024652949,1.0531391231578642
2.59,0.9331682144463906,1.050059768996584
2.6,0.9318979264274861,1.0469804148353037
2.61,0.9306276384085819,1.0439010606740233
2.62,0.9293573503896775,1.040821706512743
2.63,0.9280870623707731,1.0377423523514628
2.64,0.9268167743518687,1.0346629981901825
2.65,0.9255464863329643,1.0315836440289021
2.66,0.9242761983140599,1.0285042898676218
2.67,0.9230059102951556,1.0254249357063416
2.68,0.9217356222762512,1.0223455815450613
2.69,0.9204653342573469,1.019266227383781
2.7,0.9191950462384425,1.0161868732225006
2.71,0.9179247582195381,1.0131075190612204
2.72,0.9166544702006337,1.01002816489994
2.73,0.9153841821817293,1.0069488107386597
2.74,0.914113894162825,1.0038694565773794
2.75,0.9128436061439207,1.000790102416099
2.7600000000000002,0.9115733181250162,0.9977107482548186
2.77,0.9103030301061119,0.9946313940935385
2.7800000000000002,0.9090327420872075,0.9915520399322582
2.79,0.9077624540683031,0.9884726857709778
2.8000000000000003,0.9064921660493988,0.9853933316096974
2.81,0.9052218780304944,0.9823139774484173
2.82,0.9039515900115901,0.979234623287137
2.83,0.9026813019926856,0.9761552691258566
2.84,0.9014110139737813,0.9730759149645765
2.85,0.9001407259548769,0.969996560803296
2.86,0.8988704379359725,0.9669172066420157
2.87,0.8976001499170682,0.9638378524807354
2.88,0.8963298618981639,0.9607584983194551
2.89,0.8950595738792594,0.9576791441581748
2.9,0.8937892858603551,0.9545997899968945
2.91,0.8925189978414507,0.9515204358356142
2.92,0.8912487098225463,0.9484410816743339
2.93,0.889978421803642,0.9453617275130536
