filename,N,M,V,J_V_final,T,rough_success,refined_success,ground_state_overlap,energy_difference
output_1.txt,2.0,3.0,-1.0,0.0,3.8125,True,True,0.94784,0.05216
output_10.txt,2.0,3.0,-1.0,0.0,7.525,True,True,0.953317,0.046683
output_17.txt,2.0,3.0,-1.0,0.0,10.0,True,True,0.994616,0.005384
output_18.txt,3.0,3.0,-1.0,0.0,0.1,True,True,0.000395,1.413664
output_19.txt,3.0,3.0,-1.0,0.0,0.5125000000000001,True,True,0.775004,0.334249
output_2.txt,2.0,3.0,-1.0,0.0,4.225,True,True,0.965603,0.034397
output_20.txt,3.0,3.0,-1.0,0.0,0.925,True,True,0.824567,0.260185
output_21.txt,3.0,3.0,-1.0,0.0,1.3375,True,True,0.882991,0.17268
output_22.txt,2.0,3.0,-1.0,0.0,0.5125000000000001,True,True,0.543625,0.456375
output_23.txt,3.0,3.0,-1.0,0.0,1.7500000000000002,True,True,0.917669,0.123041
output_24.txt,3.0,3.0,-1.0,0.0,2.1625,True,True,0.921897,0.112811
output_25.txt,3.0,3.0,-1.0,0.0,2.575,True,True,0.948016,0.074719
output_26.txt,3.0,3.0,-1.0,0.0,2.9875000000000003,True,True,0.967805,0.046475
output_27.txt,3.0,3.0,-1.0,0.0,3.4000000000000004,True,True,0.97953,0.029917
output_28.txt,3.0,3.0,-1.0,0.0,3.8125,True,True,0.979852,0.033753
output_29.txt,3.0,3.0,-1.0,0.0,4.225,True,True,0.964197,0.057918
output_3.txt,2.0,3.0,-1.0,0.0,4.6375,True,True,0.923295,0.076705
output_30.txt,3.0,3.0,-1.0,0.0,4.6375,True,True,0.970333,0.047254
output_31.txt,3.0,3.0,-1.0,0.0,5.05,True,True,0.974892,0.038765
output_32.txt,3.0,3.0,-1.0,0.0,5.4625,True,True,0.979373,0.03073
output_33.txt,2.0,3.0,-1.0,0.0,0.925,True,True,0.582363,0.417637
output_34.txt,3.0,3.0,-1.0,0.0,5.875,True,True,0.981427,0.02729
output_35.txt,3.0,3.0,-1.0,0.0,6.2875000000000005,True,True,0.985701,0.020593
output_36.txt,3.0,3.0,-1.0,0.0,6.7,True,True,0.999455,0.001041
output_37.txt,3.0,3.0,-1.0,0.0,7.1125,True,True,0.991877,0.011836
output_38.txt,3.0,3.0,-1.0,0.0,7.525,True,True,0.999779,0.000436
output_39.txt,3.0,3.0,-1.0,0.0,7.9375,True,True,0.999828,0.000332
